[true] E-SHD (DiBS),[true] neg. LL (DiBS),[true] AUROC (DiBS),[true] AUPRC (DiBS),[true] F1 (DiBS),[true] precision (DiBS),[true] recall (DiBS),[true] E-SHD (DiBS+),[true] neg. LL (DiBS+),[true] AUROC (DiBS+),[true] AUPRC (DiBS+),[true] F1 (DiBS+),[true] precision (DiBS+),[true] recall (DiBS+),[learned] E-SHD (DiBS),[learned] neg. LL (DiBS),[learned] AUROC (DiBS),[learned] AUPRC (DiBS),[learned] F1 (DiBS),[learned] precision (DiBS),[learned] recall (DiBS),[learned] E-SHD (DiBS+),[learned] neg. LL (DiBS+),[learned] AUROC (DiBS+),[learned] AUPRC (DiBS+),[learned] F1 (DiBS+),[learned] precision (DiBS+),[learned] recall (DiBS+),[noisy] E-SHD (DiBS),[noisy] neg. LL (DiBS),[noisy] AUROC (DiBS),[noisy] AUPRC (DiBS),[noisy] F1 (DiBS),[noisy] precision (DiBS),[noisy] recall (DiBS),[noisy] E-SHD (DiBS+),[noisy] neg. LL (DiBS+),[noisy] AUROC (DiBS+),[noisy] AUPRC (DiBS+),[noisy] F1 (DiBS+),[noisy] precision (DiBS+),[noisy] recall (DiBS+)
<<<<<<< HEAD
17.052635192871094,1328.9169921875,0.9068036853295535,0.6704119168889966,0.2,0.6666666666666666,0.11764705882352941,17.0,1034.4293212890625,0.6222537207654146,0.43147058823529416,0.37500000000000006,0.4,0.35294117647058826,23.88235855102539,786.6348266601562,0.58681785967399,0.23680844558499087,0.0,0.0,0.0,21.29940414428711,749.37060546875,0.5978029766123316,0.26626057579573253,0.30303030303030304,0.3125,0.29411764705882354,19.63157844543457,9520.0712890625,0.5588235294117647,0.2181553903612727,0.0,0.0,0.0,19.0,8644.1181640625,0.5166548547129696,0.24493464052287583,0.15384615384615383,0.2222222222222222,0.11764705882352941
13.44999885559082,1215.3380126953125,0.9170800850460666,0.7988602224248328,0.45454545454545453,1.0,0.29411764705882354,15.000000953674316,1001.8867797851562,0.7399007795889441,0.5922755417956655,0.5555555555555555,0.5263157894736842,0.5882352941176471,21.642854690551758,834.9240112304688,0.6920623671155209,0.28915396208187216,0.0,0.0,0.0,24.646804809570312,795.8316040039062,0.6151665485471297,0.2746173586334288,0.17142857142857143,0.16666666666666666,0.17647058823529413,18.83333396911621,18278.0390625,0.6630049610205528,0.3010744947651968,0.1111111111111111,1.0,0.058823529411764705,16.0,15896.41796875,0.6169383416017009,0.45705882352941174,0.37037037037037035,0.5,0.29411764705882354
10.25,1285.4130859375,0.9953933380581148,0.9804658705587499,0.3,1.0,0.17647058823529413,6.0,938.77099609375,0.8235294117647058,0.8535294117647059,0.7857142857142858,1.0,0.6470588235294118,23.785717010498047,834.3635864257812,0.5683912119064494,0.17822913944021207,0.0,0.0,0.0,26.86971664428711,770.28271484375,0.536144578313253,0.16751978415589333,0.12903225806451615,0.14285714285714285,0.11764705882352941,20.19999885559082,14330.640625,0.7055279943302621,0.2604897917466907,0.0,0.0,0.0,19.0,11834.978515625,0.5634301913536499,0.33649321266968324,0.26666666666666666,0.3076923076923077,0.23529411764705882
13.052631378173828,1460.2022705078125,0.9528703047484053,0.7269035556806454,0.48,0.75,0.35294117647058826,15.000000953674316,1054.6123046875,0.7661233167965982,0.5557736784553394,0.42857142857142855,0.5454545454545454,0.35294117647058826,23.578947067260742,884.1451416015625,0.5255138199858256,0.24352819169306328,0.10526315789473684,0.5,0.058823529411764705,23.00000762939453,757.0020141601562,0.5269312544294826,0.22184254751567248,0.14814814814814817,0.2,0.11764705882352941,20.749996185302734,14086.53515625,0.5673281360737066,0.19880345101693989,0.0,0.0,0.0,20.000001907348633,12597.0439453125,0.5106307583274273,0.2338235294117647,0.14814814814814817,0.2,0.11764705882352941
18.666662216186523,1849.3177490234375,0.8532955350815025,0.5449841345625356,0.2857142857142857,0.75,0.17647058823529413,14.000001907348633,1145.895263671875,0.722537207654146,0.5859558823529412,0.5454545454545455,0.5625,0.5294117647058824,23.866670608520508,862.3648071289062,0.513111268603827,0.15263732548722408,0.0,0.0,0.0,22.000001907348633,799.8772583007812,0.588235294117647,0.2826470588235294,0.18750000000000003,0.2,0.17647058823529413,20.105266571044922,15494.2587890625,0.618355776045358,0.28774351092907846,0.1,0.3333333333333333,0.058823529411764705,22.000001907348633,14258.9736328125,0.4872430900070872,0.17191176470588238,0.07999999999999999,0.125,0.058823529411764705
11.944442749023438,1646.2264404296875,0.9776754075124026,0.8079454363601148,0.2857142857142857,0.75,0.17647058823529413,7.000000953674316,889.2408447265625,0.8408929836995039,0.8065126050420168,0.7741935483870968,0.8571428571428571,0.7058823529411765,22.333335876464844,788.29150390625,0.6881644223954643,0.309849866496208,0.0,0.0,0.0,22.99468231201172,758.9411010742188,0.6130403968816442,0.2880802386746261,0.20000000000000004,0.23076923076923078,0.17647058823529413,17.736846923828125,18211.244140625,0.6364280652019844,0.3593487394957983,0.19047619047619047,0.5,0.11764705882352941,17.0,16024.548828125,0.5641389085754783,0.37252100840336133,0.25,0.42857142857142855,0.17647058823529413
18.64285659790039,1878.31396484375,0.8416017009213324,0.36878288747473054,0.0,0.0,0.0,17.0,1163.796142578125,0.7072997873848335,0.46693277310924375,0.3870967741935484,0.42857142857142855,0.35294117647058826,22.687503814697266,829.508056640625,0.5251594613749113,0.21481450627951226,0.0,0.0,0.0,21.00107192993164,767.2236328125,0.5318922749822821,0.20607549857549856,0.13333333333333333,0.15384615384615385,0.11764705882352941,20.562498092651367,15270.2275390625,0.5595322466335931,0.1832468543474236,0.0,0.0,0.0,21.000001907348633,12161.69921875,0.4691708008504607,0.15486631016042782,0.07142857142857142,0.09090909090909091,0.058823529411764705
12.350001335144043,1731.304931640625,0.9851169383416017,0.9245402508829619,0.3,1.0,0.17647058823529413,6.0,949.8645629882812,0.8876683203401842,0.8156535947712418,0.7999999999999999,0.7777777777777778,0.8235294117647058,23.333330154418945,767.6726684570312,0.6158752657689581,0.24397402820777433,0.0,0.0,0.0,25.000001907348633,732.7025756835938,0.6059532246633593,0.25566414611990745,0.13333333333333333,0.15384615384615385,0.11764705882352941,18.526317596435547,9540.59375,0.7083628632175761,0.30445207138113706,0.0,0.0,0.0,19.0,8145.169921875,0.5226789510985117,0.25882352941176473,0.15999999999999998,0.25,0.11764705882352941
20.421052932739258,1641.03564453125,0.8536498936924167,0.4291616202271031,0.24,0.375,0.17647058823529413,21.000001907348633,1208.802978515625,0.6335931963146704,0.44009287925696594,0.3888888888888889,0.3684210526315789,0.4117647058823529,22.200002670288086,893.2947998046875,0.6658398299078668,0.3102104902796945,0.1111111111111111,1.0,0.058823529411764705,23.000001907348633,816.5740966796875,0.569454287739192,0.28698529411764706,0.20689655172413793,0.25,0.17647058823529413,19.368423461914062,18151.5625,0.6474131821403261,0.32132919834600504,0.10526315789473684,0.5,0.058823529411764705,18.0,16095.599609375,0.634301913536499,0.46223981900452493,0.4000000000000001,0.46153846153846156,0.35294117647058826
